,Pack Price
2194,2.9
4148,2.43
1910,6.2
3397,2.54
9612,2.95
2771,1.56
8762,11.15
7642,1.95
8420,11.35
7743,4.04
3774,4.26
4883,3.19
2053,11.35
6343,350.0
6606,15.5
5059,24.5
9789,19.66
4413,19.9
1807,8.76
8067,4.22
366,72.0
7027,2.18
6901,3.89
6552,2.47
6344,2.39
7784,10.52
3498,80.0
3798,15.98
4747,6.85
216,27.0
5903,4.26
1871,41.1
6400,72.0
1096,0.01
2607,20.0
9468,1.95
3624,10.5
3769,2.44
5717,5.59
8427,2.9
4767,6.86
3593,13.0
7765,24.76
9351,11.22
6868,2.26
9004,6.57
2985,23.67
2205,7.12
5937,2.02
5054,30.82
6700,7.02
7235,29.68
1971,1.92
2189,11.8
5563,4.62
3216,8.1
7440,4.63
1083,20.5
5703,80.0
3561,2.43
5911,3.19
2355,9.5
155,20.0
3626,4.6
4966,11.8
4586,2.24
2917,20.0
4069,2.6
8527,7.21
4712,3.09
3067,10.5
6045,11.4
5494,9.04
5070,32.0
2910,6.85
4185,4.5
9377,11.75
9163,2.26
1820,2.9
5620,89.0
167,27.0
7851,6.6
2924,18.34
10160,7.3
7996,5.85
3575,97.68
9378,4.75
3413,89.0
10132,22.5
5200,10.15
6174,11.49
8924,27.5
6259,89.0
3492,60.82
2415,11.8
3168,7.25
5977,10.5
4826,89.0
7026,7.72
3648,6.85
7564,5.43
3433,8.0
43,71.99
1265,78.64
4920,4.65
2543,41.1
8116,2.51
3739,3.24
3675,4.71
9544,4.25
9668,21.0
9996,8.82
1602,8.76
4837,23.4
7456,19.36
9208,1.45
677,7.75
6103,18.0
5497,30.82
4402,10.5
4725,80.0
9322,3.55
9084,5.5
3175,24.5
5982,10.5
115,350.0
7768,10.52
1668,12.01
6325,32.0
4020,4.62
6892,8.58
6781,7.78
3730,70.2
6743,2.45
7115,4.45
7994,2.66
6319,6.38
7524,2.66
4167,1.43
9679,2.26
818,7.4
9757,19.71
3412,3.19
2024,11.8
1623,35.8
484,20.0
3688,7.0
9616,13.27
2951,4.53
10206,8.26
10015,19.92
3437,80.0
3125,89.0
1966,8.15
515,110.0
3203,4.51
5932,6.37
3566,80.0
3619,2.26
2628,9.45
4818,89.0
3288,24.5
674,82.19
6394,6.5
8375,1.99
2639,32.0
3842,6.86
9823,9.6
4813,32.0
8340,1.99
815,71.99
4331,20.0
7029,7.72
7475,10.0
5133,111.58
4991,80.0
3232,11.75
8432,26.25
1637,80.0
3440,1.1
6812,2.22
3472,32.0
6065,1242.53
2916,80.0
7413,1.99
5710,5.43
7734,7.72
8073,2.51
6229,32.0
10217,9.3
5706,2.35
4891,89.0
5565,14.93
6444,4.62
6990,19.66
1816,8.0
7637,2.99
959,35.0
5586,37.5
942,5.49
4231,6.5
4149,30.82
3949,8.15
3715,32.0
4363,2.25
9700,4.7
9339,2.44
1524,16.0
6769,5.54
2558,7.4
4335,7.43
4309,80.0
3117,4.15
3050,100.0
4284,32.0
1320,2.0
3608,24.0
1134,26.25
9904,11.75
699,75.0
1775,7.2
7777,2.1
3063,3.57
8639,7.72
5025,29.0
1941,3.4
3129,2.12
1112,9.45
718,32.0
7592,8.26
3823,7.0
5297,3.3
4967,20.0
2546,38.36
1790,1.49
5530,66.6
9023,20.0
6086,32.0
4593,6.61
8352,5.09
3778,23.26
7155,8.26
9970,1.95
85,8.61
3317,2.57
6809,5.54
10221,3.75
3803,80.0
5162,103.52
1058,1.52
8649,3.81
1400,7.71
6454,6.59
5473,19.33
3793,5.94
9925,11.75
4262,10.15
4793,5.43
6930,11.23
7496,2.1
7246,3.91
8347,4.63
7517,1.43
5898,3.24
9047,4.12
6285,6.65
9893,7.53
1349,3.9
2064,1.46
10126,26.7
4999,28.0
4449,4.3
1375,2.91
3307,89.0
4530,2.43
5613,4.3
7831,4.04
2710,10.24
2720,0.9
2102,10.68
1314,50.0
9314,9.3
3882,30.82
6198,2.25
2099,32.0
9313,9.99
1593,9.72
8640,9.81
2963,72.15
8252,4.04
9123,2.16
1139,9.45
3878,6.49
5371,18.0
5112,38.36
7480,8.53
4677,27.6
2695,3.55
944,13.66
5657,3.15
1763,7.2
2256,26.25
7927,3.12
1465,1.52
7266,29.68
9852,8.76
3356,0.01
7408,3.21
1387,26.25
3011,22.5
6839,4.7
7691,5.5
357,2.4
3486,89.0
1175,12.01
6495,20.5
3696,99.4
1456,2.0
9716,20.48
6679,4.84
1318,12.42
9299,3.75
721,9.18
4947,80.0
10299,4.59
4726,80.0
7007,9.3
4250,4.6
2163,41.1
9268,3.73
977,32.0
8291,4.0
7585,13.7
8513,2.33
3488,80.0
5046,4.67
8393,3.6
2633,1.55
6442,32.0
1237,80.0
3269,37.36
7731,2.42
8847,10.78
2552,7.4
9611,14.38
4364,80.0
1943,7.4
1511,0.01
2440,26.25
9689,4.7
2730,1.25
6471,1.25
255,90.0
1504,41.1
1829,8.76
9467,2.33
7657,6.08
6814,13.27
1455,38.36
10181,7.3
10021,8.97
3218,4.65
7671,14.63
7763,12.11
7152,4.22
2233,11.0
6670,6.57
7853,18.9
2745,24.5
5014,6.6
362,32.0
9768,4.09
6052,8.2
6191,32.0
6009,3.57
7338,7.0
9415,11.22
175,70.0
8939,11.75
4863,100.0
1543,9.45
6910,5.58
5284,6.59
3698,32.0
3386,5.0
297,82.2
6998,1.99
7785,8.26
3568,103.52
6842,2.26
2560,1.52
7770,4.7
6092,80.0
1983,12.01
8615,5.54
8449,5.35
2735,89.0
1124,2.0
4908,3.19
5598,32.0
2281,4.0
3816,8.42
4043,77.7
8390,9.6
5242,30.82
9316,6.83
7156,2.24
3945,8.1
1592,26.25
8794,8.11
3184,10.74
9969,15.5
8102,1.4
2273,11.4
5557,38.36
512,6.98
8646,3.81
8104,2.51
5237,2.24
4116,80.0
2646,3.2
5022,89.0
2795,24.5
3840,6.65
3298,89.0
5436,32.0
2744,6.85
3524,60.82
8222,13.69
5802,6.5
1564,3.9
1689,9.5
910,20.0
6752,16.73
3240,8.1
4268,10.24
6405,80.0
8239,2.3
8727,8.29
4859,4.65
1084,7.4
7091,13.6
1060,2.0
221,23.0
3394,16.25
1478,2.0
5265,10.43
3569,4.26
3861,80.0
1522,12.01
8187,1.9
4058,2.21
33,8.38
7216,2.51
2164,16.0
4198,5.94
7051,2.9
2456,11.5
7486,5.78
1339,7.2
4307,30.0
4686,89.0
3485,4.13
3423,32.0
3600,1.85
6120,9.28
7330,21.78
5509,89.0
8706,3.33
6595,1.92
1373,11.0
168,32.0
7635,7.82
4579,80.0
1335,72.0
8849,6.6
5960,32.0
9573,9.81
4117,9.28
247,18.34
3939,36.52
6104,8.15
600,7.0
9301,7.72
2707,11.49
9307,3.55
7122,2.33
580,9.25
3028,14.1
5599,80.0
8834,1.3
5171,11.15
9074,13.15
8677,2.31
5574,32.5
4990,80.0
9310,18.64
467,32.0
2965,350.0
2367,9.5
907,80.0
63,45.52
6587,1.46
1462,16.26
3286,32.0
6602,2.73
1086,3.4
9234,11.89
6004,80.0
6794,2.33
7870,11.23
1725,82.2
7680,2.24
8389,9.6
6883,3.33
2921,6.65
4628,23.26
5912,6.91
9265,4.5
4304,1.45
7583,7.21
3784,80.0
8278,5.87
3833,5.94
4073,36.16
7426,19.66
1174,41.1
6586,3.8
6695,11.22
1740,3.4
8746,9.3
1812,8.76
2335,1.75
7824,11.15
6290,100.0
1729,2.0
6480,33.7
6813,26.7
6605,15.5
4894,13.0
4184,32.0
7884,3.75
1401,7.12
3753,3.5
7053,21.42
7988,7.5
3748,24.5
1923,1.92
1212,1.46
5828,6.85
27,20.0
1986,3.2
2774,39.0
9444,2.58
9324,7.72
1869,10.68
9109,2.42
5570,10.5
8785,18.9
6556,1.85
7861,2.49
6764,7.02
1316,7.4
7162,15.5
2802,19.9
8598,2.33
109,350.0
711,1.45
1736,8.76
6297,4.3
7310,2.26
5848,2.53
2994,80.0
4855,6.86
4707,8.0
3495,6.65
5433,32.0
5066,80.0
7911,3.6
2939,30.82
5689,82.2
773,70.0
10099,13.15
6397,32.0
5583,7.71
6503,30.82
9712,1.3
7804,4.7
7206,33.74
7553,11.75
5628,0.0
2338,3.4
4193,32.0
7279,12.5
7665,2.33
6832,4.81
6655,11.75
1128,32.0
3163,5.74
7955,5.78
6820,2.42
5687,20.0
1484,1.75
2680,2.9
2227,26.25
1081,1.97
4572,2.3
5114,8.2
7639,8.97
8462,8.76
6658,7.72
5000,80.0
6237,80.0
593,12.36
1967,12.01
7448,1.95
6784,3.91
9258,2.1
9419,11.22
220,23.0
5971,32.0
9470,1.95
6936,3.75
5426,80.0
7138,2.1
4827,3.3
3546,8.1
4465,1.45
9538,4.12
8301,2.1
5569,31.0
9662,1.95
1286,1.75
5542,32.0
2746,2.08
1239,3.57
5990,100.0
1364,41.1
6811,6.59
1202,7.53
3118,4.67
4429,5.43
5251,32.0
1554,16.15
2815,2.0
2206,17.0
4438,20.0
7145,13.0
1728,7.9
3943,2.26
7544,11.22
4394,89.0
7185,2.24
6884,21.78
1014,72.0
6542,4.67
10220,10.87
1246,8.52
4554,8.04
6995,4.63
4948,30.82
4922,20.5
5576,89.0
308,1.5
5439,20.0
8256,3.89
1978,1.55
7452,6.52
2645,3.2
5424,1.56
1865,139.0
5767,3.57
3700,11.0
8231,21.78
6833,7.27
6063,10.5
3773,100.0
9859,3.8
5303,10.28
6748,11.22
2986,4.65
5172,1.25
5138,72.0
6163,89.0
8578,7.02
2497,7.4
3284,32.0
7971,2.73
9579,12.96
10085,1.95
9842,2.49
1063,16.26
568,27.0
5160,2.39
6652,2.33
3445,1.85
681,37.5
2204,13.66
9682,4.7
1343,9.35
2912,80.0
4875,5.69
6144,23.0
3851,32.0
9204,11.46
7589,15.0
7812,3.89
7576,11.22
87,6.9
9995,2.02
2911,29.0
2436,11.0
8763,1.86
1650,6.2
9119,2.44
4458,24.0
3071,80.0
9898,4.75
6315,89.0
5340,3.0
5063,80.0
8570,19.92
6969,13.52
7612,3.28
6867,2.3
7776,14.57
8004,11.22
1949,76.0
2998,80.0
799,11.75
4227,4.6
5222,2.35
5385,77.7
400,6.75
6541,11.15
1755,26.25
564,350.0
7154,2.1
827,20.0
606,70.0
3152,60.82
7910,6.52
2796,80.0
6218,25.0
8348,8.11
6182,5.69
3987,32.0
3451,89.0
1248,35.8
7882,11.23
2679,1.46
4670,80.0
734,75.0
5166,24.0
6379,20.0
1508,9.45
7450,1.99
8654,3.64
8350,5.58
5281,16.96
3511,84.3
5587,89.0
10184,4.15
8418,5.78
4440,80.0
6968,3.21
4637,82.2
8199,12.11
4290,11.4
4280,30.82
7161,4.22
4202,32.0
6562,32.0
3344,80.0
3737,3.6
4704,89.0
3644,8.1
4441,2.72
6588,2.44
8837,1.99
5776,7.5
1512,7.4
7222,5.54
8459,5.85
1132,7.4
8005,4.6
7044,2.1
4460,89.0
5762,7.58
2329,12.42
2034,11.0
1906,308.17
2717,75.0
3161,13.0
7353,2.31
5526,24.5
5895,89.0
3113,6.49
2396,1.55
8079,2.33
9723,2.1
302,32.0
29,1.55
3405,80.0
8378,6.52
1150,7.2
172,71.99
3538,6.47
3879,80.0
8279,1.45
9095,11.0
2095,10.68
2768,6.5
3336,30.82
3609,89.0
738,23.0
832,10.28
7417,11.36
3438,1.53
1094,71.99
2261,2.44
38,76.0
9505,13.6
7320,12.96
7427,5.43
4214,90.0
7150,8.26
4087,80.0
2996,4.6
3903,10.0
1473,71.99
1989,2.44
196,70.0
177,71.99
8974,2.66
5378,32.0
8032,2.66
5645,2.06
4162,32.0
1809,11.4
9745,9.3
8023,11.75
8084,5.38
6827,9.62
123,75.0
8283,3.89
3441,25.0
3536,36.16
6215,1.9
9626,2.26
3254,4.51
5212,80.0
8292,4.0
5411,9.5
8029,2.73
8584,14.63
8999,4.32
4663,2.72
3085,5.94
9363,2.1
10219,8.26
9992,2.51
1019,72.0
6808,2.22
4314,2.35
5083,24.5
1085,2.75
8799,2.21
9613,2.95
2119,9.5
6980,1.51
1392,2.44
6938,5.74
3671,32.0
2886,5.5
6729,2.51
4763,6.5
9421,2.58
3643,32.0
8717,10.52
6458,32.0
7184,2.24
7481,3.5
2674,11.4
8143,11.22
4297,5.75
4072,80.0
899,41.1
5362,0.0
122,350.0
1179,2.9
7243,2.44
7041,2.44
62,2.4
3411,77.7
7172,4.22
3021,95.0
1394,2.44
1921,71.99
4219,1.25
6185,1.45
1044,1.79
2817,46.3
8602,2.33
6464,3.0
7025,1.74
4433,89.0
1636,3.42
2062,2.44
3814,95.0
1643,16.26
7403,1.74
1563,7.2
5243,22.5
9534,2.45
3055,2.4
5751,7.15
3456,7.82
1059,7.4
116,80.0
7289,7.3
7766,6.07
6905,7.0
9093,2.76
3657,80.0
2340,3.4
4047,82.2
7844,5.58
119,110.0
5341,36.16
4086,6.5
4121,27.0
6357,25.5
4564,4.3
5223,4.53
3701,10.6
6650,11.22
3209,6.15
9453,36.16
3180,6.85
3285,8.29
6699,11.22
3974,7.3
1199,7.71
6201,1.56
833,23.0
1240,32.0
7862,1.3
2981,80.0
5216,11.15
6280,6.65
2187,9.35
3109,5.94
2347,12.42
3148,30.82
8524,2.51
6053,32.0
7389,3.75
10200,11.15
5651,29.0
3777,72.15
9321,9.6
1533,71.99
6533,20.5
7004,18.9
7140,2.51
9978,19.92
8415,2.44
10225,11.89
704,5.49
2989,5.94
7261,7.11
1746,3.4
3834,11.49
9575,9.81
8300,6.73
2973,24.5
9832,6.52
9760,2.18
3576,24.5
3506,3.19
8217,4.7
6804,7.78
6021,2.59
6661,13.6
3051,6.49
7228,3.91
5810,60.82
8264,4.81
8520,2.51
3874,89.0
7842,11.89
8959,2.73
1114,0.01
3935,80.0
6902,3.89
6531,7.03
7128,2.66
6011,7.71
5928,7.75
6132,72.15
1495,71.99
6935,10.78
8274,20.48
6801,5.54
4949,2.06
3463,23.0
592,2.4
7849,3.75
5601,24.5
4638,32.0
9946,3.28
7061,7.53
3229,2.57
9562,14.1
5102,3.4
3191,2.82
3034,9.28
8047,8.82
2333,3.04
2409,26.25
1893,20.0
3022,30.82
4265,2.43
6600,6.47
5332,2.87
4029,80.0
5205,32.0
4639,72.0
6740,6.08
2429,10.62
4094,55.5
3396,7.82
263,110.0
9746,1.74
6703,8.26
1976,16.96
7347,20.22
228,80.0
2418,1.55
4919,8.21
2900,27.6
7724,26.7
4679,4.13
9335,80.6
10066,4.12
5142,8.42
6347,11.0
2508,3.04
5735,24.5
3107,24.5
5944,1.56
7220,11.22
1905,41.1
2435,3.0
4347,2.44
6143,9.5
7367,8.58
7312,4.7
2705,8.75
1926,12.42
3351,1.3
2864,1.85
7860,18.9
2902,80.0
6509,30.82
1672,26.25
4518,30.82
4018,2.02
9337,6.85
6864,10.52
1685,26.25
1098,12.42
7331,7.0
9161,4.15
772,89.11
1566,2.1
1100,1.92
1329,9.45
9459,2.51
733,76.0
8526,36.16
294,12.33
7698,7.02
4555,80.0
6294,31.0
563,20.0
4902,30.82
6374,30.82
6084,80.0
6799,2.22
4155,4.3
6786,5.54
1872,20.0
4565,20.0
4924,89.0
9079,30.0
5786,82.2
4487,32.0
7917,9.6
89,41.1
8896,21.42
3755,8.0
596,26.35
9352,6.66
1120,12.01
2574,1.52
4977,24.0
7398,2.21
8612,8.64
2465,8.76
6877,8.58
10020,8.26
7855,10.78
5440,36.0
5110,20.0
1121,20.0
1549,12.01
9199,2.26
7803,7.0
3096,5.35
1557,26.25
5701,7.43
6220,20.0
9953,11.22
7684,13.15
608,2.4
7442,18.9
4019,1.85
4174,8.0
7424,13.52
6665,2.02
6526,2.42
9761,11.23
6553,13.0
9854,8.76
5048,2.92
7753,13.96
5644,14.1
6951,8.11
8571,4.32
356,71.99
8577,11.22
7130,36.0
9749,8.11
9278,8.11
6621,4.75
694,27.0
3310,89.0
7687,2.44
8429,2.73
3543,89.0
3239,6.85
229,75.0
2898,3.55
7998,6.11
3212,8.11
7859,1.85
2897,3.09
1813,26.25
9060,14.63
2263,8.76
7897,1.99
9870,7.53
4233,80.0
6972,4.09
6019,4.67
582,2.6
438,10.28
4000,32.0
1399,8.76
3889,2.43
6688,1.8
6634,1.41
8928,11.22
8262,11.46
9532,22.5
6641,7.21
3592,60.82
8528,36.16
1006,80.0
5352,32.0
5618,32.0
3006,80.0
7209,11.0
217,23.0
7522,4.75
2356,20.0
1945,3.4
4376,13.0
8690,2.31
4186,15.21
6142,89.0
1122,3.4
3164,6.85
7762,1.99
8110,7.02
3303,32.0
7631,8.63
4643,82.2
6348,2.43
8328,2.49
3513,11.49
2604,3.9
9252,8.11
678,71.99
7801,9.3
4583,77.7
695,27.0
4845,5.94
2572,7.4
6358,80.0
9627,12.08
10247,9.3
9065,4.12
10051,8.26
8742,1.99
2966,1.51
9067,2.33
6254,110.0
8597,5.38
8190,9.62
8893,2.24
4217,27.0
8558,1.93
1732,7.9
7213,16.73
6636,4.6
4062,24.5
8562,12.5
6874,2.26
10165,7.3
9106,12.5
3516,18.34
166,32.0
2715,32.0
9783,1.9
7406,1.43
4194,33.7
4874,6.0
6055,4.62
9246,11.89
6821,13.27
7379,10.87
5603,18.34
7999,4.75
4181,24.5
5551,2.49
4631,32.0
8242,10.52
1832,14.64
3681,4.67
7718,1.95
4209,16.96
212,10.19
2829,80.0
1209,25.45
9083,5.54
3415,8.0
2419,2.1
1347,3.4
3800,4.79
2316,32.42
3729,3.24
2239,9.72
9697,3.33
6922,8.26
8854,1.99
7778,7.0
1781,26.25
7060,2.73
5140,89.0
6823,9.7
3670,80.0
9905,2.66
9486,4.34
2547,7.4
698,79.99
5745,7.43
7976,10.07
4183,6.49
7885,3.95
2932,80.0
6952,10.78
5558,2.0
5871,4.8
7066,8.76
9714,2.1
2997,2.53
2686,6.85
933,71.99
6943,4.32
3093,36.16
8764,20.48
2597,20.0
569,32.0
6494,80.0
5056,50.4
5093,32.0
8227,6.07
3273,16.96
8030,4.45
9779,2.21
8161,5.5
6640,36.16
6683,4.34
747,139.0
1162,12.01
5732,2.12
8169,2.95
6675,1.95
3150,20.0
7575,7.3
7863,5.63
6663,2.33
2405,26.25
7727,13.27
7052,8.76
3390,2.08
2059,11.4
5055,32.0
9737,8.26
3328,75.0
197,139.0
1720,3.04
10030,4.22
3023,0.0
213,7.25
3365,80.0
2272,7.12
3395,350.0
2734,36.0
4068,30.82
3775,36.52
3912,23.26
4690,80.0
455,7.4
8992,7.72
1884,1.75
46,11.48
5529,89.0
2557,3.04
118,6.98
6145,13.0
4016,89.0
7387,11.15
8498,7.72
7013,9.6
4049,1.84
2896,2.24
328,25.0
5513,1.25
1460,139.0
7604,10.92
3757,7.43
3817,3.55
8689,2.26
1092,2.44
3617,11.09
4616,5.94
2637,9.35
4300,80.0
7610,8.55
2625,3.4
7783,12.96
4751,11.49
2185,2.24
425,20.0
7745,3.56
6925,2.26
9440,3.28
1297,17.0
7990,4.75
4678,1.43
2016,11.4
6624,11.22
6862,6.54
9303,2.18
6639,1.83
7314,8.58
4118,1.95
9781,19.71
649,35.21
3091,4.26
4804,89.0
3925,5.94
7953,2.44
396,80.0
5896,70.0
3072,12.75
3068,95.34
2201,7.75
6455,89.0
7647,11.22
4486,32.0
7510,8.76
2357,16.96
1819,7.12
6162,29.0
5867,72.0
7881,3.73
6755,7.02
9762,10.78
9402,11.22
2364,7.4
3519,30.82
1009,6.5
7963,11.35
3764,10.5
3735,10.5
6490,80.0
10077,29.68
5051,4.67
4052,5.94
3709,27.3
451,7.4
3100,206.51
8907,26.25
8068,2.33
8580,4.22
4165,32.0
4606,80.0
5524,23.0
9645,12.11
4006,89.0
191,1.45
1303,7.75
3902,12.5
1567,41.1
9574,7.02
8659,12.96
1381,41.1
7055,7.53
1516,3.4
3635,8.0
4648,3.0
9584,13.15
3797,30.82
4965,22.5
365,32.0
7092,4.75
943,11.48
7643,8.26
953,11.17
5880,30.82
9488,6.57
5602,32.0
7344,11.15
5849,20.0
4168,10.95
1447,2.24
162,1.75
8852,6.6
3877,80.0
4115,1.72
3553,38.36
8081,1.85
8583,8.97
2837,32.0
3868,30.0
6734,11.0
9526,2.33
9736,10.52
5156,60.82
5478,80.0
4109,13.3
5294,8.13
1285,16.0
3850,2.59
9879,3.4
8356,2.26
2026,26.25
3613,5.0
2221,7.12
9122,2.76
5201,70.0
6224,10.5
3275,89.0
6300,3.15
7109,5.73
7533,11.22
6802,6.76
7518,11.75
6914,4.0
3936,18.0
6205,2.35
174,70.0
7113,9.63
1673,3.04
2606,41.1
10192,3.33
5829,31.0
9410,8.55
1475,3.57
3887,30.82
2647,9.35
6375,5.94
5368,6.49
2980,32.0
3697,77.7
4361,16.96
5506,80.0
7978,2.73
2801,40.62
717,26.35
7116,3.28
8146,12.5
9455,2.1
7956,5.0
8281,8.58
3603,2.79
6759,32.0
7358,11.46
4860,2.6
7598,19.92
1539,8.15
5962,33.85
7148,5.38
4357,24.5
6954,5.74
853,32.0
8045,8.55
10125,6.76
6049,32.0
1922,12.42
7316,2.26
2858,32.0
5489,30.82
8323,2.1
850,6.9
8731,6.54
7010,3.6
7965,1.46
8464,4.75
2578,32.0
6603,5.13
2953,7.82
6993,18.9
9713,4.0
5604,89.0
4578,20.5
8022,7.21
6395,20.0
7134,7.21
264,70.0
4444,15.21
3742,4.62
3031,36.16
8814,3.78
848,41.1
4344,10.5
3738,33.7
8316,8.11
3301,32.0
1681,75.0
7171,4.22
856,9.0
5044,80.0
3578,2.38
1007,80.0
8335,1.99
8563,9.8
5978,89.0
2972,24.5
7093,11.2
6382,10.43
6618,8.76
3383,4.5
4601,30.82
1556,26.25
3947,82.2
6855,4.15
6900,1.45
3594,91.5
8817,2.49
844,32.0
5913,11.0
7080,5.13
9837,3.55
7934,4.59
8860,6.52
10267,13.52
8600,2.33
542,32.0
9255,10.78
1152,50.4
4723,32.0
4256,6.91
2791,2.98
6622,11.22
3419,2.64
7615,2.51
837,50.4
7611,1.9
3689,80.0
5169,70.0
6976,8.11
3171,32.0
7333,7.3
6196,4.84
6760,11.0
5763,22.0
3684,32.0
4935,7.33
7964,2.9
7620,8.26
5204,24.0
7815,12.3
2252,26.25
6181,2.72
7752,3.33
9495,8.23
2594,12.01
7422,3.75
2365,67.0
4831,32.0
4769,13.6
2893,89.0
6713,11.22
5997,33.7
4032,6.83
1800,8.76
5705,72.0
2216,11.4
7352,2.26
2526,41.1
5182,15.0
2945,5.74
6401,72.0
6566,6.91
4418,26.09
9563,8.64
3352,94.68
7211,1.95
6570,2.33
1489,41.1
3654,2.1
6707,1.95
5757,4.5
7012,4.59
2975,6.65
1796,11.35
5148,4.3
4001,27.0
8426,8.76
6537,4.13
7795,7.0
120,76.72
5686,100.16
2757,30.82
8828,2.1
7443,6.6
1981,32.0
7075,8.76
8929,8.76
124,7.0
74,30.0
9164,2.1
5999,91.0
7336,12.3
9176,4.0
6477,33.85
7578,2.02
2282,2.9
4848,60.82
7218,11.0
5617,30.82
2872,12.75
8072,8.55
1415,11.75
8249,10.52
4360,20.0
7311,4.7
4517,83.04
6863,4.7
6852,13.69
1690,41.1
1102,1.4
1194,15.26
7000,9.3
8560,2.58
2155,13.28
461,70.0
1992,32.0
5678,32.0
6970,2.6
8855,2.0
6501,30.82
9270,4.32
1881,80.0
7192,8.97
9513,1.95
3801,7.5
6828,5.36
6739,7.02
398,70.0
3588,6.91
5824,22.5
3647,36.16
3026,20.5
2528,6.2
3241,32.0
4205,30.82
3061,7.08
5468,7.0
6919,2.23
2140,6.2
1049,8.15
6369,83.98
9277,6.52
7484,8.76
4342,4.26
10246,8.11
5292,10.99
3099,6.59
4872,9.04
5555,14.5
4483,89.0
548,16.5
7395,20.48
6076,3.24
8827,2.1
4673,22.5
6087,30.82
7461,9.6
3066,75.0
7703,2.51
4077,4.62
7494,5.78
2501,139.0
3086,80.0
4098,89.0
6774,16.73
1249,20.0
2722,32.0
4287,5.94
5578,60.82
851,350.0
5318,29.0
6426,80.0
8710,10.52
8546,2.51
7769,10.52
516,32.0
2617,11.8
4063,4.1
2341,20.5
3236,89.0
2844,23.26
9379,8.76
3703,29.0
7599,8.82
7008,4.63
1119,1.52
2999,32.0
3016,19.32
3630,1.8
5483,21.8
5804,24.0
169,32.0
4054,36.16
8423,11.75
4981,4.51
7281,2.16
5845,1.81
9595,8.0
1727,41.1
5972,3.6
1370,26.25
4151,7.03
7487,5.78
839,15.25
3330,32.0
2197,26.25
2655,3.2
9222,3.33
6521,1.56
5447,30.82
9872,7.53
10186,1.95
4740,7.33
10292,4.59
9489,8.26
176,32.0
171,27.0
1326,26.25
725,0.01
2763,3.4
8921,8.76
9210,0.0
2149,12.42
3944,32.0
4138,5.94
1546,26.3
2862,8.13
5383,80.0
4511,2.24
4469,7.4
5728,80.0
1319,9.45
5329,16.96
9927,11.75
1640,41.1
2688,25.5
9483,5.56
9387,15.5
8055,4.45
1586,10.0
5069,2.6
3001,18.47
6502,38.36
9269,5.74
5780,80.0
463,32.0
4369,27.0
266,110.0
5357,7.82
7447,3.95
10276,4.62
4378,80.0
5956,30.82
6508,20.0
8069,8.5
1052,3.04
6453,1.81
1372,2.9
214,37.5
9172,7.0
1133,9.5
5225,97.68
6593,2.02
2066,2.9
3302,2.59
2733,3.23
344,7.25
9257,2.1
5699,4.3
8318,4.64
8166,5.36
5519,29.0
8458,11.22
4431,32.0
5823,90.0
6733,11.0
4338,4.79
912,350.0
1278,2.24
7817,4.04
6776,1.95
1780,26.25
1477,16.0
5906,10.99
4759,15.89
2766,60.82
6818,7.3
1304,50.0
7931,18.64
7438,2.21
3393,20.0
7932,19.36
6510,25.0
9588,3.91
6939,3.33
4519,80.0
4405,72.0
9019,15.04
4903,89.0
8726,2.26
3996,7.43
6847,2.26
4910,1.99
7009,6.73
5634,2.6
394,350.0
5709,32.0
6837,13.69
7702,5.54
2228,11.4
8716,21.78
9296,4.42
3143,27.6
9279,3.73
2249,2.24
3756,144.0
4390,32.0
914,27.0
2472,11.75
6284,8.1
6744,2.33
5943,70.0
3025,89.0
5370,20.5
6871,12.96
2469,17.0
6411,10.95
8360,10.25
1713,16.0
6415,80.0
1183,7.2
10310,3.6
7460,5.33
8770,8.26
5795,1.25
4042,2.25
8471,11.22
9661,2.31
9610,7.72
3380,66.6
7334,5.87
7696,15.04
4764,2.18
7181,2.1
5639,11.09
10090,9.81
9166,12.96
3812,66.6
5914,89.0
8714,10.52
7355,2.23
6046,91.0
9903,19.92
5399,29.0
6721,8.97
3474,89.0
2570,9.59
2142,12.01
4355,42.0
2885,20.0
7865,18.9
4261,25.0
4332,6.85
6635,13.6
9556,2.44
2723,2.1
5640,29.0
5438,30.0
9683,20.22
3961,11.99
7368,2.26
6422,55.5
4502,32.0
2851,8.11
4399,2.26
2565,7.4
7809,8.58
2370,12.42
3921,6.85
7798,1.9
3024,5.75
4856,89.0
258,41.1
4575,5.0
7767,8.58
3264,3.25
5377,80.0
4701,33.7
7546,11.22
7170,4.32
8157,2.51
1482,2.0
2724,27.0
8985,16.44
4215,77.7
3195,4.53
5739,5.94
7961,2.44
9552,14.63
9482,7.21
7423,2.15
10168,2.26
3378,350.0
4543,1.51
3768,6.49
1536,9.45
10167,12.96
1280,2.0
7530,1.41
9025,1.95
3003,23.26
3242,32.0
3875,24.0
3402,77.7
1523,3.04
28,20.0
4187,8.04
9866,5.78
3981,2.72
5126,89.0
8898,2.24
954,45.52
1451,21.05
3754,20.25
7526,7.21
6171,5.94
3428,32.0
1568,2.44
9070,5.54
235,70.0
2823,1.85
3420,2.25
5556,8.1
9934,5.73
7644,8.26
8891,1.92
6504,3.19
1918,12.42
1206,2.1
8790,8.38
9223,3.75
3596,89.0
6753,2.58
2096,3.57
6548,2.1
4349,13.0
3267,20.0
2860,6.86
262,11.79
7678,2.58
9688,13.52
